Column	key	total_citesOrg	URL_Citaciones	Actualizaciones	Incremento_Actualizacion	Cambios_Datos	Indexacion_MesAnterior	IPT	numberOfRecords	nombrecorto	type	organization	title	DOI_URL	created	year	month	day	modified	year-mod	month-mod	day-mod	version	NombreCorto_Org	Logo	typeOrg	publishingOrganizationKey	URLSocio
461	e655f396-de81-4233-ae1c-849bc3ad5aa9	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862		0.0	1	164.0	iavh	164.0	hongo-bacteria_lisama2_2022	Eventos de muestreo	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Caracterización morfológica de hongos y bacterias de suelo, agua y sedimento en la cuenca de la Quebrada Lizama	http://doi.org/10.15472/4rlbrk	2022-01-14	2022	01	14	2022-01-14	2022	01	14	1.1	IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
462	90ea29e8-8bd5-4031-9e1d-a6b4e93ed46b	29	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=d42b7e5d-a3e5-4fc2-8b3d-105336d70898		0.0	1	3641.0	sib	3641.0	epm_tepuy	Registros biologicos	Empresas Públicas de Medellín E.S.P.	Biodiversidad asociada al proyecto Parque Solar Fotovoltaico Tepuy	http://doi.org/10.15472/maulhd	2022-01-13	2022	01	13	2022-08-11	2022	08	11	2.2	EPM	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-epm.png	Empresas	d42b7e5d-a3e5-4fc2-8b3d-105336d70898	http://www.gbif.org/publisher/d42b7e5d-a3e5-4fc2-8b3d-105336d70898
463	affc3b90-4c48-4c6e-8cd6-4a5cac176bb3	29	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=d42b7e5d-a3e5-4fc2-8b3d-105336d70898		0.0	1	9453.0	sib	9453.0	epm_playas	Registros biologicos	Empresas Públicas de Medellín E.S.P.	Fauna y flora asociada a la Central Hidroeléctrica Playas	http://doi.org/10.15472/mwd4sp	2022-01-13	2022	01	13	2022-08-11	2022	08	11	1.4	EPM	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-epm.png	Empresas	d42b7e5d-a3e5-4fc2-8b3d-105336d70898	http://www.gbif.org/publisher/d42b7e5d-a3e5-4fc2-8b3d-105336d70898
464	5fa0a0aa-410a-447c-aa67-403798da7656	343	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=eace4687-50e8-4f9a-829b-29ff8ff1fa8b		0.0	1	809.0	sib	809.0	001_bio-em_sc_2021026	Eventos de muestreo	"Jardín Botánico de Bogotá ""José Celestino Mutis"""	Especies vegetales asociadas a intervenciones de micrositios en la Reserva Forestal Thomas van der Hammen	http://doi.org/10.15472/po8nv4	2022-01-12	2022	01	12	2022-01-12	2022	01	12		JBB	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-jbb.png	Entidades Administrativas Territoriales	eace4687-50e8-4f9a-829b-29ff8ff1fa8b	http://www.gbif.org/publisher/eace4687-50e8-4f9a-829b-29ff8ff1fa8b
465	4a6078f9-da68-4e21-a920-f81770e8fd3e	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862		0.0	1	336.0	iavh	336.0	aves_latribuna-fibras_2021	Registros biologicos	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Aves de la Ecoreserva La Tribuna (Neiva, Huila) - Proyecto FIBRAS	http://doi.org/10.15472/0ulbuj	2022-01-12	2022	01	12	2022-05-13	2022	05	13	1.5	IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
466	e6181c0a-cde5-46af-ab22-9d278c90d965	206	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=1447752d-0ee4-4951-a0fb-b1f2acb977af		0.0	1	84.0	sib	84.0	gaica_mamiferos-pasto	Registros biologicos	Asociación GAICA	Caracterización de la diversidad de mamíferos del Parque Tecnológico Ambiental Antanas (PTAA), Pasto - Nariño	http://doi.org/10.15472/wdybxt	2022-01-11	2022	01	11	2022-01-11	2022	01	11		GAICA	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-gaica.png	ONG	1447752d-0ee4-4951-a0fb-b1f2acb977af	http://www.gbif.org/publisher/1447752d-0ee4-4951-a0fb-b1f2acb977af
467	c2a11b56-71fc-44ce-8bd8-844f7934b13e	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862			1		iavh		fauna_libro_rojo_2010_ecopetrol	Listas de especies	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Especies de Fauna Reportadas en los Libros Rojos de Colombia 2010	http://doi.org/10.15472/jj2yfb	2022-01-07	2022	01	07	2022-01-07	2022	01	07		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
468	ba12e555-7970-46a6-a2fc-be9b198e5a8c	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862			1		iavh		flora_tauramena_ecopetrol	Listas de especies	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Especies de Flora identificadas en mesetas de Aguamaco, El Oso, valle aluvial del Rio Caja y Chitamena, Municipio de Tauramena, Departamento del Casanare	http://doi.org/10.15472/pctfmy	2022-01-07	2022	01	07	2022-01-07	2022	01	07		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
469	a1ce16ce-9a22-4ec1-9a30-f726813ced6a	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862			1		iavh		especies_flora_cuenca_alta_riotillava	Listas de especies	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Especies de Flora Identificadas en el Zonoecotono Microcuenca Alta Río Tillavá, Vereda Rubiales Municipio de Puerto Gaitán Departamento del Meta	http://doi.org/10.15472/d5ebzc	2022-01-07	2022	01	07	2022-01-07	2022	01	07	1.1	IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
470	4453c680-c989-4dd1-81c8-916a16b9be78	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862		0.0	1	280.0	iavh	280.0	rrbb_pacifico_hidrobio_2017	Registros biologicos	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Recursos hidrobiológicos del Pacífico del Valle del Cauca: Anchicayá, Calima y Dagua	http://doi.org/10.15472/zhwvpr	2022-01-07	2022	01	07	2022-01-07	2022	01	07		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
471	c8177b7b-1afc-41ac-a9b9-275bee161e60	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862			0		iavh		fisicoquimico_c1_lisama2	Eventos de muestreo	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Propiedades físico-químicas del suelo, agua y sedimento de la cuenca de la Quebrada Lizama, dos años después del derrame en el pozo 158	http://doi.org/10.15472/1dvugo	2022-01-07	2022	01	07	2022-01-07	2022	01	07		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
472	1313f4e0-3357-437e-b468-a7ca3fde6c5b	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862		0.0	1	97.0	iavh	97.0	conif-yarumo_180ma_2021	Eventos de muestreo	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Plantación de árboles nativos con fines de restauración en el departamento de Cundinamarca, como parte de la iniciativa 180 millones de árboles nativos	http://doi.org/10.15472/dhkstn	2022-01-07	2022	01	07	2022-01-07	2022	01	07		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
473	c3a5002d-06bf-47dc-8477-b75d5a848026	153	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=f072f648-b8a4-47a0-9e1c-89d790645b5a		0.0	1	34437.0	sibm	34437.0	invemar_pitac_peces	Eventos de muestreo	Instituto de Investigaciones Marinas y Costeras - Invemar	Datos de monitoreo asociados al indicador de condición tendencias para peces arrecifales - ICTac	http://doi.org/10.15472/jjwt7x	2021-12-28	2021	12	28	2022-03-08	2022	03	08		Invemar	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-invemar.png	Centros/Institutos de Investigación	f072f648-b8a4-47a0-9e1c-89d790645b5a	http://www.gbif.org/publisher/f072f648-b8a4-47a0-9e1c-89d790645b5a
474	a9dc39cb-501e-43a4-b7cf-a9afee337b44	153	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=f072f648-b8a4-47a0-9e1c-89d790645b5a		0.0	1	448.0	sibm	448.0	invemar_bancodeanimas	Eventos de muestreo	Instituto de Investigaciones Marinas y Costeras - Invemar	Datos de caracterización bentónica del sector de las ánimas, departamento del Magdalena	http://doi.org/10.15472/bgu483	2021-12-28	2021	12	28	2022-03-08	2022	03	08		Invemar	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-invemar.png	Centros/Institutos de Investigación	f072f648-b8a4-47a0-9e1c-89d790645b5a	http://www.gbif.org/publisher/f072f648-b8a4-47a0-9e1c-89d790645b5a
475	0739fdd0-5866-4e81-a8aa-2012bde08347	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862		0.0	1	346.0	iavh	346.0	unalcaribe_180ma_2021	Eventos de muestreo	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Registros biológicos de 5000 árboles sembrados por el Jardín Botánico de San Andrés en las islas de Providencia y Santa Catalina	http://doi.org/10.15472/dy4px4	2021-12-27	2021	12	27	2021-12-27	2021	12	27		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
476	69cad520-4608-44d7-b96b-96a9d1cd5bd9	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862		0.0	1	234.0	iavh	234.0	rrbb_plantae10000nativos_cundinamarca_2021	Eventos de muestreo	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Registros biológicos de las plantaciones de especies nativas realizadas en los municipios de Choachí y Ubaque (Cundinamarca) en el marco de la iniciativa “Sembrar nos une”	http://doi.org/10.15472/aqqscr	2021-12-27	2021	12	27	2021-12-27	2021	12	27		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
477	b887f035-fe85-45e5-9970-e777de3aa0ad	13	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=63da1b44-176a-4e9b-b418-28fcc182c676		0.0	1	545.0	sib	545.0	tda_ophyra-adn	Registros biologicos	Tecnológico de Antioquia	Colección Entomológica del Tecnológico de Antioquia (CETdeA) - Muscidae	http://doi.org/10.15472/xg9pd6	2021-12-24	2021	12	24	2022-09-06	2022	09	06	2.6	TdA	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-tdea.png	Academia	63da1b44-176a-4e9b-b418-28fcc182c676	http://www.gbif.org/publisher/63da1b44-176a-4e9b-b418-28fcc182c676
478	96b147ba-4672-49b3-b829-79cf499ef086	11	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=3ecddc17-a081-4e85-92c3-d8e31716342c		0.0	1	253.0	sib	253.0	acz_primates-meta	Registros biologicos	Asociación Colombiana de Zoología	Registros ad libitum de primates en la Orinoquía en los años 2012 a 2021, asociados a estudios de investigación independiente	http://doi.org/10.15472/gkob4c	2021-12-24	2021	12	24	2021-12-24	2021	12	24		ACZ	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-acz.png	Redes/Iniciativas	3ecddc17-a081-4e85-92c3-d8e31716342c	http://www.gbif.org/publisher/3ecddc17-a081-4e85-92c3-d8e31716342c
479	a6966bdd-8a69-41bd-b1a5-531def2e8032	7	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=bad9baef-be05-4410-83c8-31060a9bafb7		0.0	1	3000.0	sib	3000.0	amva_upa-trianon	Registros biologicos	Área Metropolitana del Valle de Aburrá	Registros de flora y fauna asociados al estudio de diagnóstico para la declaratoria del Área de Recreación Humedal El Trianón – La Heliodora	http://doi.org/10.15472/fnszud	2021-12-24	2021	12	24	2021-12-24	2021	12	24		amva	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-amva.png	Autoridades Ambientales	bad9baef-be05-4410-83c8-31060a9bafb7	http://www.gbif.org/publisher/bad9baef-be05-4410-83c8-31060a9bafb7
480	04e49da0-431f-4cfb-b043-f61abae935b5	1	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2c39be5c-c11e-46d0-bcb4-552f2072d19f			1		sib		noteridae_colombia	Listas de especies	Grupo de Coleopterólogos de Colombia	Listado de las especies de Noteridae (Coleoptera: Adephaga) de Colombia	http://doi.org/10.15472/rwfj6h	2021-12-23	2021	12	23	2022-08-30	2022	08	30	1.1	ColeopCol	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-coleocol.png	Redes/Iniciativas	2c39be5c-c11e-46d0-bcb4-552f2072d19f	http://www.gbif.org/publisher/2c39be5c-c11e-46d0-bcb4-552f2072d19f
481	c157670a-1964-4907-9048-67882984e6e4	633	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=0e2f2e28-7790-4c82-b8fb-6ef7b4c764e2		0.0	1	118.0	sib	118.0	puj_anuros_chingaza	Registros biologicos	Pontificia Universidad Javeriana	Registro de anuros presentes en parcelas distribuidas en el páramo del Parque Nacional Natural Chingaza, Colombia	http://doi.org/10.15472/zfexzb	2021-12-23	2021	12	23	2022-06-09	2022	06	09	1.1	PUJ	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-puj.png	Academia	0e2f2e28-7790-4c82-b8fb-6ef7b4c764e2	http://www.gbif.org/publisher/0e2f2e28-7790-4c82-b8fb-6ef7b4c764e2
482	fc2c07b7-59d4-4e06-84cb-9a9eec3c0b5d	81	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=450bdfce-76f7-483e-b4c4-cab6a3daebba		0.0	1	60.0	sib	60.0	polinizacion_tibouchina	Registros biologicos	Universidad CES	Visitantes florales de Andesanthus lepidotus (Bonpl.) P.J.F. Guim. & Michelang, en la reserva San Pedro (Antioquia, Colombia)	http://doi.org/10.15472/xkmtje	2021-12-23	2021	12	23	2021-12-23	2021	12	23		CES	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-ces.png	Academia	450bdfce-76f7-483e-b4c4-cab6a3daebba	http://www.gbif.org/publisher/450bdfce-76f7-483e-b4c4-cab6a3daebba
483	5d5f990b-18da-452b-9481-cee96709285a	81	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=450bdfce-76f7-483e-b4c4-cab6a3daebba		0.0	1	1073.0	sib	1073.0	mas_bosques_hormigas	Registros biologicos	Universidad CES	Biodiversidad en ecosistemas estratégicos Más Bosques - Hormigas	http://doi.org/10.15472/qdcg2w	2021-12-23	2021	12	23	2021-12-24	2021	12	24	1.1	CES	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-ces.png	Academia	450bdfce-76f7-483e-b4c4-cab6a3daebba	http://www.gbif.org/publisher/450bdfce-76f7-483e-b4c4-cab6a3daebba
484	70b916f3-bf6d-4270-9d69-56ff7381161f	81	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=450bdfce-76f7-483e-b4c4-cab6a3daebba		0.0	1	34.0	sib	34.0	mas_bosques_mariposas	Registros biologicos	Universidad CES	Biodiversidad en Ecosistemas Estratégicos Más Bosques - Mariposas	http://doi.org/10.15472/vaq4mv	2021-12-23	2021	12	23	2021-12-23	2021	12	23		CES	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-ces.png	Academia	450bdfce-76f7-483e-b4c4-cab6a3daebba	http://www.gbif.org/publisher/450bdfce-76f7-483e-b4c4-cab6a3daebba
485	81a5bd2c-a855-4db5-a3f5-18545c228913	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862			1		iavh		le_plantae_180ma_2021	Listas de especies	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Listado de especies plantadas en el marco del proyecto 180 millones de árboles	http://doi.org/10.15472/yczwwe	2021-12-23	2021	12	23	2021-12-23	2021	12	23		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
486	6dac4efc-29cc-4f91-92c0-308f1075c866	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862		0.0	1	133.0	iavh	133.0	rrbb_mammalia_sanandres_2021	Registros biologicos	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Mamíferos voladores de San Andrés y Providencia - Expedición Sea Flower Plus 2021	http://doi.org/10.15472/gjebnh	2021-12-20	2021	12	20	2021-12-20	2021	12	20		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
487	4bb64196-070d-44c3-8d6e-89ae72163b41	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862			1		iavh		le_mammalia_sanandres_2021	Listas de especies	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Mamíferos voladores de San Andrés y Providencia recopilada a partir de literatura - Expedición Sea Flower Plus 2021	http://doi.org/10.15472/tvf5k5	2021-12-20	2021	12	20	2021-12-20	2021	12	20		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
488	8f17d468-0a66-422b-9eb7-bfe195ebd2e6	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862		0.0	1	152.0	iavh	152.0	rrbb_plantae180ma_ibague_2021	Eventos de muestreo	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Registros biológicos de plantaciones realizadas por el Jardín Botánico San Jorge en el área metropolitana de Ibagué - Tolima y área rural de Coello - Tolima, En el Marco del proyecto 180 Millones de arboles.	http://doi.org/10.15472/tg5qi5	2021-12-20	2021	12	20	2021-12-20	2021	12	20		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
489	0d055e8f-d1be-43dd-be4b-f44b53605554	194	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=ad3f9c5f-5021-45a3-a7c4-3e64895f6f79		0.0	1	108.0	sib	108.0	uptc_peces_riogaragoa	Registros biologicos	Universidad Pedagógica y Tecnológica de Colombia	Peces de la subcuenca hidrográfica del río Bata Embalse, cuenca hidrográfica del río Garagoa, macrocuenca del río Orinoco, Boyacá, Colombia	http://doi.org/10.15472/hw0rw1	2021-12-18	2021	12	18	2021-12-18	2021	12	18		UPTC	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-uptc.png	Academia	ad3f9c5f-5021-45a3-a7c4-3e64895f6f79	http://www.gbif.org/publisher/ad3f9c5f-5021-45a3-a7c4-3e64895f6f79
490	fd26a7a9-6f28-4c88-9915-a9cc9109f4c9	194	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=ad3f9c5f-5021-45a3-a7c4-3e64895f6f79		0.0	1	266.0	sib	266.0	uptc_macroinvertebrados_loticos-andinos	Registros biologicos	Universidad Pedagógica y Tecnológica de Colombia	Macroinvertebrados bentónicos de la cuenca hidrográfica del río Garagoa, macrocuenca del río Orinoco, Boyacá, Colombia	http://doi.org/10.15472/lalnra	2021-12-18	2021	12	18	2022-03-17	2022	03	17	1.2	UPTC	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-uptc.png	Academia	ad3f9c5f-5021-45a3-a7c4-3e64895f6f79	http://www.gbif.org/publisher/ad3f9c5f-5021-45a3-a7c4-3e64895f6f79
491	48bac4c3-5fcd-4cb5-915a-873594240ed7	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862		0.0	1	7665.0	iavh	7665.0	plantas_anh_2021	Eventos de muestreo	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Línea base general de plantas para el valle medio del Magdalena - VMM	http://doi.org/10.15472/7nwo5e	2021-12-17	2021	12	17	2022-01-17	2022	01	17	1.2	IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
492	75c2a328-8f20-49af-aa5e-1a743a0d4444	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862		0.0	1	99.0	iavh	99.0	sonidos_camporubiales-fibras_2021	Registros biologicos	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Sonidos de la Ecoreserva Campo Rubiales (Puerto Gaitán, Meta) - Proyecto FIBRAS	http://doi.org/10.15472/7blu50	2021-12-17	2021	12	17	2022-05-13	2022	05	13	1.2	IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
493	ed3eae1d-f2f9-439c-a12d-d4b93f82de58	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862		0.0	1	105.0	iavh	105.0	sonidos_asa-fibras_2021	Registros biologicos	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Sonidos de la Ecoreserva predio ASA (Acacias, Meta) - Proyecto FIBRAS	http://doi.org/10.15472/fz1l6w	2021-12-17	2021	12	17	2022-05-13	2022	05	13	1.3	IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
494	5f647492-7aee-4c5e-8a95-fc6ef54b54ce	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862		0.0	1	50.0	iavh	50.0	rrbb_hidrobio_sanandres_2021	Registros biologicos	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Peces, crustáceos decápodos y moluscos de San Andrés y Providencia - Expedición Sea Flower  Plus 2021	http://doi.org/10.15472/ofizpm	2021-12-16	2021	12	16	2022-02-18	2022	02	18	1.1	IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
495	2cf36976-5312-412e-9725-e5939dc24c07	633	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=0e2f2e28-7790-4c82-b8fb-6ef7b4c764e2		0.0	1	402.0	sib	402.0	puj_mariposas_bogota	Registros biologicos	Pontificia Universidad Javeriana	Mariposas diurnas presentes en los parques urbanos de Bogotá	http://doi.org/10.15472/9ki56q	2021-12-16	2021	12	16	2022-05-24	2022	05	24	1.2	PUJ	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-puj.png	Academia	0e2f2e28-7790-4c82-b8fb-6ef7b4c764e2	http://www.gbif.org/publisher/0e2f2e28-7790-4c82-b8fb-6ef7b4c764e2
496	e2807119-02f5-4c4c-b08b-ead05f38d146	194	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=ad3f9c5f-5021-45a3-a7c4-3e64895f6f79		0.0	1	1279.0	sib	1279.0	uptc_peces_loticos-andinos	Registros biologicos	Universidad Pedagógica y Tecnológica de Colombia	Peces de la cuenca hidrográfica del río Garagoa, macrocuenca del río Orinoco, departamentos de Boyacá y Cundinamarca, Colombia	http://doi.org/10.15472/jcqxbe	2021-12-16	2021	12	16	2021-12-16	2021	12	16		UPTC	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-uptc.png	Academia	ad3f9c5f-5021-45a3-a7c4-3e64895f6f79	http://www.gbif.org/publisher/ad3f9c5f-5021-45a3-a7c4-3e64895f6f79
