Column	key	total_citesOrg	URL_Citaciones	Actualizaciones	Incremento_Actualizacion	Cambios_Datos	Indexacion_MesAnterior	IPT	numberOfRecords	nombrecorto	type	organization	title	DOI_URL	created	year	month	day	modified	year-mod	month-mod	day-mod	version	NombreCorto_Org	Logo	typeOrg	publishingOrganizationKey	URLSocio
0	312fa2c0-7729-4727-94ac-018a5d43b862	127	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=30ff48bd-4dd1-429d-a5a5-348c8e5fbfb1	Nuevo		0		sib	257.0	unimagdalena_coleccion_briofitos	Registros biologicos	Universidad del Magdalena	Colección de Briófitos del Centro de Colecciones Biológicas de la Universidad del Magdalena	http://doi.org/10.15472/xmnyqn	2022-09-29	2022	09	29	2022-09-29	2022	09	29	1.1	UniMagdalena	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-unimagdalena.png	Academia	30ff48bd-4dd1-429d-a5a5-348c8e5fbfb1	http://www.gbif.org/publisher/30ff48bd-4dd1-429d-a5a5-348c8e5fbfb1
1	9d9624a1-fee8-4b6e-878c-f1332ba19088	127	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=30ff48bd-4dd1-429d-a5a5-348c8e5fbfb1	Nuevo		0		sib	80.0	unimagdalena_coleccion_liquenes	Registros biologicos	Universidad del Magdalena	Colección de Líquenes del Centro de Colecciones Biológicas de la Universidad del Magdalena	http://doi.org/10.15472/ui7a6g	2022-09-29	2022	09	29	2022-09-29	2022	09	29	1.2	UniMagdalena	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-unimagdalena.png	Academia	30ff48bd-4dd1-429d-a5a5-348c8e5fbfb1	http://www.gbif.org/publisher/30ff48bd-4dd1-429d-a5a5-348c8e5fbfb1
2	4d04dfb5-8998-4a82-9bcf-02043a7ba076	343	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=eace4687-50e8-4f9a-829b-29ff8ff1fa8b	Nuevo		0		sib	1504.0	001_bio-rrbb_sc_2017005	Registros biologicos	"Jardín Botánico de Bogotá ""José Celestino Mutis"""	Caracterización de las plantas herbáceas de las microcuencas de Bogotá, D.C.	http://doi.org/10.15472/yluyx7	2022-09-29	2022	09	29	2022-09-29	2022	09	29		JBB	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-jbb.png	Entidades Administrativas Territoriales	eace4687-50e8-4f9a-829b-29ff8ff1fa8b	http://www.gbif.org/publisher/eace4687-50e8-4f9a-829b-29ff8ff1fa8b
3	34ef808b-174d-4d99-8e9d-51b8409f277d	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862	Nuevo		0		iavh	127.0	rrbb_plantas_barranquilla-bc_2022	Registros biologicos	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Registros biológicos de plantas útiles del proyecto expedición a una biodiverciudad - Barranquilla y sus alrededores	http://doi.org/10.15472/w1xzq8	2022-09-26	2022	09	26	2022-09-26	2022	09	26		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
4	931efbf1-7d59-43e5-a392-97d204da99c8	29	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=d42b7e5d-a3e5-4fc2-8b3d-105336d70898	Nuevo		0		sib	1566.0	magdalena-epm	Registros biologicos	Empresas Públicas de Medellín E.S.P.	Biodiversidad asociada al proyecto Línea de Transmisión Magdalena Medio 230 kV	http://doi.org/10.15472/junowb	2022-09-26	2022	09	26	2022-09-26	2022	09	26		EPM	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-epm.png	Empresas	d42b7e5d-a3e5-4fc2-8b3d-105336d70898	http://www.gbif.org/publisher/d42b7e5d-a3e5-4fc2-8b3d-105336d70898
5	38f7dbf5-a3a0-4048-9ef4-c5de912316cd	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862	Nuevo		0		iavh	40.0	reptiles_anh-putumayo_2022	Eventos de muestreo	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Línea base regional de reptiles para el Putumayo (Orito)	http://doi.org/10.15472/tnvvk1	2022-09-23	2022	09	23	2022-09-30	2022	09	30	1.1	IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
6	a6984792-9188-421a-8268-b002122d3d70	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862	Nuevo		0		iavh	147.0	anfibios_anh-putumayo_2022	Eventos de muestreo	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Línea base regional de anfibios para el Putumayo (Orito)	http://doi.org/10.15472/f67pit	2022-09-23	2022	09	23	2022-09-23	2022	09	23		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
7	22615daa-7f09-4a71-8cdf-d168170e67dd	422	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=5a45153b-bdf9-44ae-b7a7-e3261896540b	Nuevo		0		sib	1206.0	ut_humedales_fase_vii	Registros biologicos	Universidad del Tolima	Ajuste de los planes de manejo ambiental de los humedales del departamento de Tolima - Fase VII: Caracterización biológica y ambiental de seis humedales	http://doi.org/10.15472/1utne5	2022-09-23	2022	09	23	2022-09-23	2022	09	23		UT	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-ut.png	Academia	5a45153b-bdf9-44ae-b7a7-e3261896540b	http://www.gbif.org/publisher/5a45153b-bdf9-44ae-b7a7-e3261896540b
8	c74b948e-eab9-4a6e-8ed3-5ffe49bc4895	422	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=5a45153b-bdf9-44ae-b7a7-e3261896540b	Nuevo		0		sib	902.0	ut_corredores	Registros biologicos	Universidad del Tolima	Caracterización de la biodiversidad de la cuenca del río Chipalo (quebrada Ambalá) para el diseño de un corredor urbano y periurbano que facilite la conectividad ecológica en el municipio de Ibagué , Fase II	http://doi.org/10.15472/h1rfri	2022-09-23	2022	09	23	2022-09-23	2022	09	23		UT	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-ut.png	Academia	5a45153b-bdf9-44ae-b7a7-e3261896540b	http://www.gbif.org/publisher/5a45153b-bdf9-44ae-b7a7-e3261896540b
9	c7271e0f-39b2-4a81-8f11-209b60e6dd84	374	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=e1050db2-9faf-4d72-b860-295debaf9d2a	Nuevo		0		iiap	276.0	peceshumedalguineoiiap2016	Registros biologicos	Instituto de Investigaciones Ambientales del Pacífico John Von Neumann - IIAP	Ictiofauna asociada a la ciénaga de Guineo, Riosucio, Chocó	http://doi.org/10.15472/cpu2ta	2022-09-23	2022	09	23	2022-09-23	2022	09	23		IIAP	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iiap.png	Centros/Institutos de Investigación	e1050db2-9faf-4d72-b860-295debaf9d2a	http://www.gbif.org/publisher/e1050db2-9faf-4d72-b860-295debaf9d2a
10	acbdb8d5-3e34-43d2-8970-48672b4ca16a	374	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=e1050db2-9faf-4d72-b860-295debaf9d2a	Nuevo		0		iiap	296.0	aveshumedalguineoiiap2016	Registros biologicos	Instituto de Investigaciones Ambientales del Pacífico John Von Neumann - IIAP	Avifauna presente en la ciénaga de Guineo, Riosucio, Chocó	http://doi.org/10.15472/raqysl	2022-09-22	2022	09	22	2022-09-22	2022	09	22		IIAP	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iiap.png	Centros/Institutos de Investigación	e1050db2-9faf-4d72-b860-295debaf9d2a	http://www.gbif.org/publisher/e1050db2-9faf-4d72-b860-295debaf9d2a
11	ea9fc993-f2ba-4cb0-a455-0448dd7c2d33	31	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=47844d46-753c-44c5-8a1d-b50fa69f7ddc	Nuevo		0		sib	201.0	ccv_flora_lafe	Registros biologicos	Corporación Cuenca Verde	Caracterización florística en áreas de restauración pasiva ubicadas en 4 municipios pertenecientes a la cuenca de La Fe, Antioquia	http://doi.org/10.15472/5fs4yd	2022-09-21	2022	09	21	2022-09-21	2022	09	21		CCV	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-cuencaverde.png	ONG	47844d46-753c-44c5-8a1d-b50fa69f7ddc	http://www.gbif.org/publisher/47844d46-753c-44c5-8a1d-b50fa69f7ddc
12	215d5619-26aa-4eaf-9a17-1d909fe7f7ef	343	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=eace4687-50e8-4f9a-829b-29ff8ff1fa8b	Nuevo		0		sib	624.0	001_bio-em_sc_2019029	Eventos de muestreo	"Jardín Botánico de Bogotá ""José Celestino Mutis"""	Insectos fitófagos y enemigos naturales asociados al guayacán de manizales (Lafoensia acuminata: Lytraceae) y liquidambar (Liquidambar styraciflua: Altinginaceae) en la ciudad de Bogotá	http://doi.org/10.15472/pn6hsk	2022-09-21	2022	09	21	2022-09-21	2022	09	21		JBB	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-jbb.png	Entidades Administrativas Territoriales	eace4687-50e8-4f9a-829b-29ff8ff1fa8b	http://www.gbif.org/publisher/eace4687-50e8-4f9a-829b-29ff8ff1fa8b
13	5deb2912-3a8c-4950-a719-ab8a7fb1cfd3	343	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=eace4687-50e8-4f9a-829b-29ff8ff1fa8b	Nuevo		0		sib	1239.0	002_bio-em_sc_2022026	Eventos de muestreo	"Jardín Botánico de Bogotá ""José Celestino Mutis"""	Caracterización de la vegetación en tres zonas invadidas por retamo en proceso de restauración ecológica en el Parque Nacional Enrique Olaya Herrera etapa II	http://doi.org/10.15472/1nm7pd	2022-09-21	2022	09	21	2022-09-21	2022	09	21		JBB	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-jbb.png	Entidades Administrativas Territoriales	eace4687-50e8-4f9a-829b-29ff8ff1fa8b	http://www.gbif.org/publisher/eace4687-50e8-4f9a-829b-29ff8ff1fa8b
14	0b3d0efb-2547-482a-93f5-4b204abab2aa	343	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=eace4687-50e8-4f9a-829b-29ff8ff1fa8b	Nuevo		1		sib		003_bio-le_sc_2020004	Listas de especies	"Jardín Botánico de Bogotá ""José Celestino Mutis"""	Arbolado urbano de Bogotá D.C asociado a servicios ambientales y culturales valorados como base de la planificación ambiental del territorio	http://doi.org/10.15472/w6zkmg	2022-09-21	2022	09	21	2022-09-21	2022	09	21		JBB	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-jbb.png	Entidades Administrativas Territoriales	eace4687-50e8-4f9a-829b-29ff8ff1fa8b	http://www.gbif.org/publisher/eace4687-50e8-4f9a-829b-29ff8ff1fa8b
15	52003970-4431-4aff-8d57-d38664d8ab81	546	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=f7f9717e-9e50-4a00-a30f-7b134390a566	Nuevo		1		sib		ucaldas_lista_aves_ecoparques	Listas de especies	Universidad de Caldas	Aves de los Ecoparques de Manizales, Departamento de Caldas, Andes Centrales de Colombia	http://doi.org/10.15472/objjh9	2022-09-20	2022	09	20	2022-09-20	2022	09	20		UCaldas	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-ucaldas.png	Academia	f7f9717e-9e50-4a00-a30f-7b134390a566	http://www.gbif.org/publisher/f7f9717e-9e50-4a00-a30f-7b134390a566
16	e50931e0-53cc-4685-8ea1-67c8fbdec888	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862	Nuevo		1		iavh		le_plantas-utiles_b-quilla-bc_2022	Listas de especies	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Listado de especies de plantas útiles comercializadas en los mercados del distrito de Barranquilla, Atlántico.	http://doi.org/10.15472/wzdwjs	2022-09-20	2022	09	20	2022-09-20	2022	09	20		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
17	87c1518b-4c65-4989-82ff-d0105a6e7742	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862	Nuevo		0		iavh	141.0	rrbb_plantas-utiles_b-quilla-bc_2022	Registros biologicos	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Registros biológicos de especies de plantas útiles comercializadas en mercados y plantas usadas por las aves en sitios priorizados en Barranquilla, Atlántico.	http://doi.org/10.15472/ylfmwm	2022-09-20	2022	09	20	2022-09-20	2022	09	20		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
18	cf5bf349-8151-4437-9298-8dc285726fb7	94	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=14fb9c57-68a5-4870-b434-5355df7a9c3c	Nuevo		0		sib	440.0	cerrejon_faunaflora_puertobolivar	Registros biologicos	Carbones del Cerrejón Limited	Caracterización de fauna y flora de Puerto Bolívar, municipio de Uribia, La Guajira	http://doi.org/10.15472/lxrcg0	2022-09-20	2022	09	20	2022-09-20	2022	09	20		Cerrejón	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-cerrejon.png	Empresas	14fb9c57-68a5-4870-b434-5355df7a9c3c	http://www.gbif.org/publisher/14fb9c57-68a5-4870-b434-5355df7a9c3c
19	4af23e2d-30ab-4bea-a7a6-bee77285dfc3	94	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=14fb9c57-68a5-4870-b434-5355df7a9c3c	Nuevo		0		sib	7423.0	cerrejon_hidrobiologico	Registros biologicos	Carbones del Cerrejón Limited	Monitoreos hidrobiológicos del Valle del Cerrejón en cuatro municipios del departamento de La Guajira	http://doi.org/10.15472/hvhryr	2022-09-20	2022	09	20	2022-09-20	2022	09	20		Cerrejón	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-cerrejon.png	Empresas	14fb9c57-68a5-4870-b434-5355df7a9c3c	http://www.gbif.org/publisher/14fb9c57-68a5-4870-b434-5355df7a9c3c
20	1f5e2db1-4663-4a0b-a2b9-c7c0cefe4eb3	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862	Nuevo		0		iavh	258.0	rrbb_bst-caribe_plantae_2015	Registros biologicos	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Identificación de las plantas útiles como Productos Forestales No Maderables del Bosque seco-Tropical en tres ventanas del Caribe colombiano	http://doi.org/10.15472/28m9ug	2022-09-19	2022	09	19	2022-09-19	2022	09	19		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
21	609686b1-b991-4307-b3eb-0b218942696a	900	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	Nuevo		0		sib	192.0	unal_vegetacion_andes	Registros biologicos	Universidad Nacional de Colombia	Levantamientos de vegetación en los Andes colombianos	http://doi.org/10.15472/rkoauc	2022-09-19	2022	09	19	2022-09-19	2022	09	19		UNAL	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-unal.png	Academia	eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	http://www.gbif.org/publisher/eac88d99-9f6c-4031-8fc4-8088f0e0dfe7
22	9ea87d47-4ac4-4c89-91d3-f75f5bfe829f	374	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=e1050db2-9faf-4d72-b860-295debaf9d2a	Nuevo		0		iiap	1601.0	floraparcelasamurindoiiap2014	Registros biologicos	Instituto de Investigaciones Ambientales del Pacífico John Von Neumann - IIAP	Vegetación asociada a parcela de investigación con restauración pasiva en Samurindó, municipio del Medio Atrato, Chocó. 2014	http://doi.org/10.15472/vzkiqk	2022-09-16	2022	09	16	2022-09-16	2022	09	16		IIAP	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iiap.png	Centros/Institutos de Investigación	e1050db2-9faf-4d72-b860-295debaf9d2a	http://www.gbif.org/publisher/e1050db2-9faf-4d72-b860-295debaf9d2a
23	adfb4d4f-f615-4f2d-8a7f-a581bae71d46	374	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=e1050db2-9faf-4d72-b860-295debaf9d2a	Nuevo		0		iiap	29.0	pecesrioquitoiiap2021	Registros biologicos	Instituto de Investigaciones Ambientales del Pacífico John Von Neumann - IIAP	Ictiofauna asociada a zonas intervenidas por actividad minera en el río Quito, Chocó. 2021	http://doi.org/10.15472/oowlia	2022-09-16	2022	09	16	2022-09-16	2022	09	16		IIAP	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iiap.png	Centros/Institutos de Investigación	e1050db2-9faf-4d72-b860-295debaf9d2a	http://www.gbif.org/publisher/e1050db2-9faf-4d72-b860-295debaf9d2a
24	af105838-8385-4fff-ab5b-04eb5b9fee39	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862	Nuevo		0		iavh	652.0	fototrampeo_anh-putumayo_2022	Eventos de muestreo	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Línea base regional de aves y mamíferos derivada de cámaras trampa para el Putumayo (Orito)	http://doi.org/10.15472/nmlojp	2022-09-16	2022	09	16	2022-09-16	2022	09	16		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
25	c400b3ff-3f5a-4758-a92f-8117ef89165d	374	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=e1050db2-9faf-4d72-b860-295debaf9d2a	Nuevo		0		iiap	34.0	macroinvertebradosrioquitoiiap2021	Registros biologicos	Instituto de Investigaciones Ambientales del Pacífico John Von Neumann - IIAP	Macroinvertebrados asociados a zonas intervenidas por actividad minera en el río Quito, Chocó. 2021	http://doi.org/10.15472/atlhwt	2022-09-16	2022	09	16	2022-09-16	2022	09	16		IIAP	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iiap.png	Centros/Institutos de Investigación	e1050db2-9faf-4d72-b860-295debaf9d2a	http://www.gbif.org/publisher/e1050db2-9faf-4d72-b860-295debaf9d2a
26	1ce51091-a360-455a-bee0-f52e6c612d44	1	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2c39be5c-c11e-46d0-bcb4-552f2072d19f	Nuevo		1		sib		gyrinidae_colombia	Listas de especies	Grupo de Coleopterólogos de Colombia	Listado de las especies de Gyrinidae (Coleoptera: Adephaga) de Colombia	http://doi.org/10.15472/aeddqk	2022-09-15	2022	09	15	2022-09-15	2022	09	15		ColeopCol	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-coleocol.png	Redes/Iniciativas	2c39be5c-c11e-46d0-bcb4-552f2072d19f	http://www.gbif.org/publisher/2c39be5c-c11e-46d0-bcb4-552f2072d19f
27	b8db7d1f-2c1c-4d7f-b915-984cde1c3732	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862	Nuevo		0		iavh	993.0	rrbb_patia_plantae_2015	Registros biologicos	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Composición florística y estructura de cinco parcelas permanentes Tropi-Dry en bosques secos tropicales del Patía Caucano: Primer Censo	http://doi.org/10.15472/eonrfl	2022-09-15	2022	09	15	2022-09-15	2022	09	15		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
28	03ac8150-c51d-43e8-8bc1-e23e48ba59ea	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862	Nuevo		1		iavh		le-is_peces2_anh-putumayo_2022	Listas de especies	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Lista de especies de peces de los órdenes Characiformes y Gymnotiformes  para el Putumayo (Orito)	http://doi.org/10.15472/xhqqvt	2022-09-14	2022	09	14	2022-09-14	2022	09	14		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
29	69b9cb93-61df-4e52-9118-ea631619f47c	374	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=e1050db2-9faf-4d72-b860-295debaf9d2a	Nuevo		0		iiap	76.0	herpetosparcelasamurindoiiap2014	Registros biologicos	Instituto de Investigaciones Ambientales del Pacífico John Von Neumann - IIAP	Herpetos presentes en la parcela de investigación de Samurindó, municipio del Medio Atrato, Chocó. 2014	http://doi.org/10.15472/obaw11	2022-09-14	2022	09	14	2022-09-14	2022	09	14		IIAP	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iiap.png	Centros/Institutos de Investigación	e1050db2-9faf-4d72-b860-295debaf9d2a	http://www.gbif.org/publisher/e1050db2-9faf-4d72-b860-295debaf9d2a
30	023fcaa2-1839-4b32-82b9-63e56354e090	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862	Nuevo		0		iavh	323.0	peces_anh-putumayo_2022	Eventos de muestreo	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Línea base regional de peces para el Putumayo (Orito)	http://doi.org/10.15472/czinbx	2022-09-13	2022	09	13	2022-09-13	2022	09	13		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
31	fde9d49e-eb71-4675-8e02-0d53266b5f5f	922	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=2a7e3080-28a9-11dd-97cd-b8a03c50a862	Nuevo		0		iavh		paisajesonoro_anh-putumayo_2022	Eventos de muestreo	Instituto de Investigación de Recursos Biológicos Alexander von Humboldt	Línea base regional de paisajes sonoros para el Putumayo (Orito)	http://doi.org/10.15472/ljobfg	2022-09-13	2022	09	13	2022-09-13	2022	09	13		IAvH	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iavh.png	Centros/Institutos de Investigación	2a7e3080-28a9-11dd-97cd-b8a03c50a862	http://www.gbif.org/publisher/2a7e3080-28a9-11dd-97cd-b8a03c50a862
32	7f28fe28-0a51-4dd5-9978-1f56716b05e8	346	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=c803f6f5-2c6a-4b41-8c15-768d48ef1c8c	Nuevo		0		sib	3816.0	monitoreoacv2022ecopetrol	Registros biologicos	Asociación de Becarios del Casanare	Monitoreo de fauna y flora de los Acuerdos de Conservación Voluntaria 2022, departamento de Casanare	http://doi.org/10.15472/ijzddm	2022-09-13	2022	09	13	2022-09-13	2022	09	13		ABC	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-abc.png	ONG	c803f6f5-2c6a-4b41-8c15-768d48ef1c8c	http://www.gbif.org/publisher/c803f6f5-2c6a-4b41-8c15-768d48ef1c8c
33	229a841c-c73d-4838-bcad-5925ca7ff65b	0	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=37f157ca-d81e-4782-b7bb-1394a8439ec0	Nuevo		1		sib		lista-ref-macrofitas	Listas de especies	Grupo de Estudios en Vegetación Acuática - GEVA	Lista de flora acuática continental de Colombia	http://doi.org/10.15472/vzde3s	2022-09-13	2022	09	13	2022-09-13	2022	09	13		GEVA 	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-geva.png	Redes/Iniciativas	37f157ca-d81e-4782-b7bb-1394a8439ec0	http://www.gbif.org/publisher/37f157ca-d81e-4782-b7bb-1394a8439ec0
34	0364b90a-0d6d-40f1-8dda-c9a75506282f	374	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=e1050db2-9faf-4d72-b860-295debaf9d2a	Nuevo		0		iiap	106.0	avesparcelasamurindoiiap2014	Registros biologicos	Instituto de Investigaciones Ambientales del Pacífico John Von Neumann - IIAP	Aves presentes en la parcela de investigación de Samurindó, municipio del Medio Atrato, Chocó. 2014	http://doi.org/10.15472/nkrymq	2022-09-13	2022	09	13	2022-09-13	2022	09	13		IIAP	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-iiap.png	Centros/Institutos de Investigación	e1050db2-9faf-4d72-b860-295debaf9d2a	http://www.gbif.org/publisher/e1050db2-9faf-4d72-b860-295debaf9d2a
35	4fbcdcac-29a7-4bcc-9bca-376d92fbc5a5	44	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=488f6b87-5688-4c9a-928c-2d5355054b01	Nuevo		0		sib	176.0	agrosavia_coleccion_hongos-tomate	Registros biologicos	Corporación Colombiana de Investigación Agropecuaria - AGROSAVIA	Registros de hongos fitopatógenos y hongos no patogénicos aislados de Tomate en Colombia	http://doi.org/10.15472/dpuwry	2022-09-12	2022	09	12	2022-09-12	2022	09	12		Agrosavia	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-agrosavia.png	Centros/Institutos de Investigación	488f6b87-5688-4c9a-928c-2d5355054b01	http://www.gbif.org/publisher/488f6b87-5688-4c9a-928c-2d5355054b01
36	aaf3f47f-225c-430f-8a08-5f1535cd9bd1	346	https://www.gbif.org/resource/search?contentType=literature&publishingOrganizationKey=c803f6f5-2c6a-4b41-8c15-768d48ef1c8c	Nuevo		0		sib	470.0	caracterizacion_biologica_del_piedemonte_de_nunchia_casanare	Registros biologicos	Asociación de Becarios del Casanare	Caracterización biológica del piedemonte de Nunchía, departamento del Casanare	http://doi.org/10.15472/wrvn87	2022-09-09	2022	09	09	2022-09-09	2022	09	09		ABC	https://raw.githubusercontent.com/SIB-Colombia/logos/main/socio-SiB-abc.png	ONG	c803f6f5-2c6a-4b41-8c15-768d48ef1c8c	http://www.gbif.org/publisher/c803f6f5-2c6a-4b41-8c15-768d48ef1c8c
